18.040001,-0.00886929,6300600,0.368334728,17.940001,0.003901839,1421900,0.416100647,17.280001,-0.012731596,24003500,0.415704756,16.93,0.002953337,-20581100,0.425526103,17.1,-0.003508713,-10407600,0.419754179,17.129999,-0.030939815,5443000,0.389362667,16.33,0.020820576,-5974400,0.464200996,16.620001,-0.010830324,2399600,0.472892586,16.459999,0.008505529,-6545600,0.51042254,16.48,-0.021237925,2890300,0.538220466,1
16.35,0.012232355,-1097400,0.574099764,16.17,0.014223871,3277600,0.610257749,16.32,-0.00735288,-4589400,0.619884981,16.209999,0.039481865,4061800,0.608151858,17,-0.009411765,-430500,0.527885204,16.940001,-0.018299999,-3483700,0.390128527,16.700001,-0.002395269,3952400,0.390637642,16.540001,0.038089417,1885900,0.38875309,17.18,-0.015133877,-4838000,0.42631179,17.09,0.026916267,9788000,0.444485461,1
12.88,-0.019409938,-6611800,0.548393381,12.55,-0.02310757,3138900,0.550319998,12.48,-0.000801282,1483700,0.495209148,12.36,0.008090615,-3553200,0.473886168,12.24,0.022058824,1457400,0.435810739,12.63,-0.016627078,1912100,0.393288444,13.45,-0.017843866,20951200,0.426177193,13.1,0.002290076,-24941700,0.411118718,13.13,-0.00990099,4061700,0.409631786,13.02,-0.021505376,-3236400,0.416311062,0
18.059999,-0.014396457,8223700,1.088595078,17.74,0.01578354,252200,1.085487585,18.190001,0.026388069,5704000,1.098673518,18.709999,-0.001603367,-91700,1.110792479,18.51,-0.001080497,2496600,1.052997187,18.42,0.018458198,-1788900,1.011531924,18.75,0.00693328,-1987000,0.990301774,18.780001,-0.014377049,-2534400,0.926314919,18.360001,0.010348474,-1740600,0.783236819,18.65,-0.019302895,1961100,0.637883292,0
16,-0.009375,-1501500,0.213000469,15.85,-0.005047319,-388900,0.237427884,15.74,-0.015247776,1819100,0.245786696,15.54,-0.00965251,-394500,0.241100809,15.47,-0.014867485,2351400,0.225874523,15.22,-0.00065703,1588300,0.246079256,15.19,0.002633311,-151800,0.271253018,15.28,-0.003926702,-4598000,0.282144467,15.24,-0.00328084,2233400,0.294383254,15.27,-0.000654879,-2180800,0.29756243,0
28.24,-0.001062358,515300,0.476926948,28.02,-0.056745182,6326100,0.483245851,26.030001,-0.031118016,210600,0.860721011,24.92,0.022873194,-4648600,1.28296876,25.65,-0.008576998,-2177700,1.422150402,24.780001,0.020984583,108600,1.614471672,25.700001,0.001167276,16800,1.663425408,26.1,0.034099617,3613400,1.641285616,27.33,0.012074643,7152900,1.64967613,29.93,0.003675276,7429800,1.943927742,1
97.669998,0.010955258,-7004200,5.429714889,100.699997,-0.021251232,882800,5.422824388,97.910004,0.00643445,-4016300,5.183579089,99.610001,-0.004919165,542000,3.613608293,99.540001,0.023206721,6859900,3.273975387,102.370003,-0.005763446,-6303000,3.332904631,102.25,0.002934015,2325500,3.363311788,102.980003,0.008059769,-2298400,3.386123883,104.519997,0.014829727,14914700,3.180092185,106.779999,0.025004664,-9278000,3.037327894,0
14.66,-0.002728513,7042600,1.099186063,14.9,-0.019463087,-5100400,1.168033604,14.54,0.063273728,6069200,1.18722879,15.73,-0.000635728,-3809500,1.270625397,15.54,-0.038610039,-2266800,1.259147092,14.86,0.041722746,-521600,1.106420987,15.5,-0.021290323,-833700,1.124779667,14.76,-0.023712737,10818500,1.123377319,14.59,-0.007539411,-9047000,1.108122692,14.54,0.03301238,-2329300,1.062491506,0
19.25,0.003116831,89400,0.249397103,19.360001,0.019111518,147200,0.267601352,19.690001,0.014220314,859300,0.260769223,19.92,0.00502008,-1062500,0.268846767,20.1,-0.007462637,704000,0.291743067,20.110001,0.00895077,4469800,0.315531871,20.219999,0.007418497,-3425800,0.34173297,20.870001,-0.013895591,-636800,0.459117646,20.530001,-0.003896736,10526200,0.476506361,22.459999,0.023152316,18739300,0.845492603,1
16.01,0.002498376,-2358100,0.210814848,16.08,-0.003109391,2296600,0.209180465,15.98,-0.000625782,-3822800,0.189954788,15.84,-0.017676768,1541700,0.182675386,15.56,-0.006426735,-322100,0.201927172,15.43,0.011665587,-1645400,0.230162688,15.55,-0.005787781,-126300,0.20190624,15.55,0.010932476,998800,0.217527299,15.5,0.012903226,3311300,0.229286126,15.81,-0.020240354,2409500,0.225910077,1
6.86,0.072886297,-695200,0.467883639,7.5,-0.050666667,6737700,0.314681744,7.03,0.110953058,3044200,0.305947218,7.96,0.074120603,3284100,0.381454584,8.5,-0.036470588,-9460600,0.519875081,7.95,0.081761006,2414200,0.513702346,8.65,-0.038150289,-5056800,0.608096538,8.4,0.057142857,1123600,0.643986879,8.72,0.068807339,3806000,0.693497657,9.26,-0.086393089,-3084300,0.768944601,0
